True_Class,Anomaly_Score,Predicted_Class
0,2.258764,0
0,1.1862845,0
0,2.0917835,0
0,1.1742887,0
0,2.9574482,0
0,0.8444844,0
0,1.8403778,0
0,1.0318149,0
0,1.2420964,0
0,2.4273636,0
0,4.6065435,0
0,1.2304144,0
0,1.2079146,0
0,1.3032137,0
0,0.81088495,0
0,2.584423,0
0,2.7665048,0
0,1.1394186,0
0,0.7984451,0
0,1.9253854,0
0,4.3607802,0
0,0.9930502,0
0,0.49453,0
0,1.0844666,0
0,0.69829535,0
0,0.6296358,0
0,0.54708165,0
0,1.170039,0
0,1.3262986,0
0,0.680129,0
0,2.9678483,0
0,1.8442101,0
0,2.4089007,0
0,0.6258617,0
0,5.065615,0
0,0.55692846,0
0,0.794246,0
0,0.9356922,0
0,0.9927636,0
0,1.2689451,0
0,0.9516555,0
0,1.8983189,0
0,1.5810639,0
0,0.8729812,0
0,5.281861,0
0,0.6637488,0
0,0.55246073,0
0,0.5316331,0
0,0.66833097,0
0,1.8181659,0
0,1.7803658,0
0,2.2065597,0
0,0.5932613,0
0,1.1604012,0
0,1.1345713,0
0,1.3813835,0
0,0.9554528,0
0,1.1222975,0
0,0.98738307,0
0,1.8183011,0
0,3.5115385,0
0,1.0503294,0
0,1.3415514,0
0,1.0170549,0
0,0.9787132,0
0,1.0919844,0
0,0.72956294,0
0,0.9264546,0
0,1.2111851,0
0,0.93004495,0
0,1.3768176,0
0,1.2484349,0
0,1.1993998,0
0,0.5301828,0
0,1.2009668,0
0,1.7009989,0
0,1.0812145,0
0,1.7178178,0
0,0.9634926,0
0,0.47870356,0
0,2.373646,0
0,3.4746654,0
0,1.5010074,0
0,1.2161053,0
0,0.53535277,0
0,0.7344866,0
0,0.6853089,0
0,1.4913836,0
0,2.4791749,0
0,0.50617623,0
0,3.3972006,0
0,3.3972006,0
0,3.3960316,0
0,3.3960316,0
0,1.3251657,0
0,3.3736308,0
0,0.7017709,0
0,1.4381055,0
0,1.0610647,0
0,1.0976536,0
0,1.1855379,0
0,0.7655157,0
0,0.6292973,0
0,0.89621305,0
0,1.2115926,0
0,2.9488747,0
0,1.4119387,0
0,0.9890114,0
0,1.6312004,0
0,0.64887935,0
0,2.6804066,0
0,1.2176902,0
0,0.6102832,0
0,1.0829297,0
0,1.6289728,0
0,1.5022689,0
0,1.594331,0
0,3.2268124,0
0,1.2027214,0
0,2.6799986,0
0,0.8089208,0
0,1.6757065,0
0,1.9065049,0
0,0.9919453,0
0,1.5023549,0
0,1.7086301,0
0,1.2507236,0
0,1.9234023,0
0,0.5635352,0
0,1.0993558,0
0,0.86305,0
0,0.9396136,0
0,1.016527,0
0,1.0373913,0
0,0.7755604,0
0,0.673537,0
0,1.6900362,0
0,1.7923572,0
0,1.5364059,0
0,0.8576241,0
0,0.8822367,0
0,1.6135027,0
0,0.8593305,0
0,1.2287352,0
0,1.7478925,0
0,1.6472785,0
0,0.8929217,0
0,1.3551701,0
0,1.0715166,0
0,1.0308175,0
0,1.1689467,0
0,1.8736734,0
0,2.1555538,0
0,1.0391898,0
0,1.5045775,0
0,1.7440723,0
0,1.0066189,0
0,1.4946241,0
0,1.798327,0
0,1.8640076,0
0,2.5425844,0
0,0.90427655,0
0,0.97274154,0
0,1.5270907,0
0,0.7805291,0
0,0.74921083,0
0,1.7116753,0
0,1.3540998,0
0,1.4236597,0
0,0.5727086,0
0,2.0674436,0
0,0.97406214,0
0,1.0154692,0
0,1.2228682,0
0,1.0662758,0
0,1.4008781,0
0,1.6451341,0
0,1.2246002,0
0,1.0915118,0
0,0.6125036,0
0,0.63629335,0
0,0.5412863,0
0,1.1229086,0
0,1.4276878,0
0,2.011995,0
0,0.6898205,0
0,0.9221575,0
0,0.9532991,0
0,1.4955497,0
0,1.8547534,0
0,1.3728704,0
0,1.1894535,0
0,0.89808923,0
0,0.5711516,0
0,0.6968963,0
0,0.49650952,0
0,1.5097545,0
0,0.9793111,0
0,1.2687266,0
0,2.230965,0
0,1.5151068,0
0,0.8958988,0
0,0.89172417,0
0,1.4731464,0
0,1.4280502,0
0,0.84250087,0
0,1.6019616,0
0,1.5950509,0
0,0.75097716,0
0,0.8185173,0
0,1.5740083,0
0,0.8335294,0
0,0.8513969,0
0,1.4073639,0
0,1.9648906,0
0,1.5154725,0
0,1.0281345,0
0,0.70089877,0
0,0.6932247,0
0,1.15656,0
0,0.9250147,0
0,2.4033167,0
0,0.5082197,0
0,0.91983587,0
0,0.87428904,0
0,1.2367088,0
0,0.47622514,0
0,0.49523875,0
0,1.1322533,0
0,0.7498158,0
0,0.60551363,0
0,2.1469603,0
0,3.4274135,0
0,1.0467631,0
0,1.5762732,0
0,0.85575545,0
0,2.0703292,0
0,0.72152233,0
0,1.3575037,0
0,0.754689,0
0,2.6685112,0
0,0.62639993,0
0,0.93592656,0
0,1.1561407,0
0,0.603878,0
0,0.8503264,0
0,1.5089583,0
0,0.8336274,0
0,1.0782081,0
0,1.9343034,0
0,0.90730315,0
0,0.5119174,0
0,1.039218,0
0,1.4440818,0
0,2.2325912,0
0,0.9211642,0
0,1.3377428,0
0,0.7569706,0
0,1.4260533,0
0,0.8440877,0
0,1.5568113,0
0,0.69201446,0
0,2.4939902,0
0,1.6138607,0
0,0.80113417,0
0,1.4935534,0
0,3.2598062,0
0,1.8837351,0
0,1.1658745,0
0,2.5141678,0
0,1.4991138,0
0,3.3724997,0
0,0.9484579,0
0,1.000886,0
0,0.5288341,0
0,0.79176134,0
0,0.85764116,0
0,1.1944147,0
0,0.9555438,0
0,0.68319017,0
0,1.2399387,0
0,0.8179423,0
0,0.62235415,0
0,0.54552245,0
0,1.1093433,0
0,1.4932442,0
0,0.86310965,0
0,2.1327863,0
0,1.9824162,0
0,1.0383288,0
0,1.3068717,0
0,1.7116169,0
0,2.7082522,0
0,0.65035164,0
0,0.5783722,0
0,0.56403667,0
0,1.3246623,0
0,1.3297144,0
0,1.5402921,0
0,1.5005124,0
0,0.4888447,0
0,0.5306742,0
0,1.1476077,0
0,1.4825385,0
0,1.5388019,0
0,0.80504787,0
0,1.0778892,0
0,1.0793781,0
0,1.5234514,0
0,1.1773005,0
0,1.1065468,0
0,0.9630434,0
0,0.58001727,0
0,0.656557,0
0,0.7664583,0
0,1.7497375,0
0,1.13643,0
0,0.892697,0
0,1.1934471,0
0,0.68741363,0
0,2.2965574,0
0,1.3999642,0
0,0.6478169,0
0,0.8526859,0
0,0.7379093,0
0,3.3905213,0
0,1.569922,0
0,2.0999055,0
0,1.7117614,0
0,1.48218,0
0,6.4918995,0
0,0.9458121,0
0,1.3169887,0
0,0.50307906,0
0,1.2682147,0
0,0.645374,0
0,1.0924265,0
0,0.9860483,0
0,2.6849544,0
0,1.1753242,0
0,1.1788237,0
0,1.4692684,0
0,5.6360917,0
0,1.3309813,0
0,0.75311774,0
0,0.8866355,0
0,1.1410176,0
0,0.56229043,0
0,1.4057779,0
0,1.4138757,0
0,1.0228412,0
0,0.65429527,0
0,1.2873904,0
0,0.5730893,0
0,1.484914,0
0,1.1330091,0
0,0.84295243,0
0,1.2316314,0
0,0.7656139,0
0,1.0581188,0
0,0.35375607,0
0,0.57883835,0
0,1.4777958,0
0,1.8946435,0
0,0.9314192,0
0,1.6322562,0
0,1.6379944,0
0,0.8874355,0
0,0.60339767,0
0,0.3997452,0
0,1.0024066,0
0,0.75262505,0
0,1.7926321,0
0,0.51937187,0
0,0.8928716,0
0,0.60037166,0
0,1.0144356,0
0,1.05776,0
0,0.6070519,0
0,0.58853716,0
0,1.4027327,0
0,0.61591935,0
0,1.6773648,0
0,2.2659469,0
0,1.5730224,0
0,0.6148275,0
0,1.1692785,0
0,1.5407892,0
0,1.7411196,0
0,1.3936963,0
0,0.97176224,0
0,1.2583351,0
0,0.9727774,0
0,1.4487383,0
0,2.0152874,0
0,1.6244906,0
0,1.3754468,0
0,1.1780136,0
0,2.0090578,0
0,3.6186619,0
0,1.1659256,0
0,1.4220971,0
0,0.89505225,0
0,1.5087407,0
0,1.0481504,0
0,2.0450332,0
0,0.59880924,0
0,0.6799344,0
0,2.2854955,0
0,1.3647689,0
0,1.3227757,0
1,5.816724,0
0,1.7243582,0
0,1.3965464,0
0,1.7785499,0
0,1.118334,0
0,1.3451182,0
0,1.3221903,0
0,1.4700512,0
0,0.6253007,0
0,1.9546691,0
0,1.7919465,0
0,1.18798,0
0,0.6307464,0
0,1.5609964,0
0,1.0653826,0
0,1.8059614,0
0,1.5605582,0
0,1.7987621,0
0,2.7108443,0
0,1.6117092,0
0,0.5976691,0
0,1.2127548,0
0,0.6316069,0
0,1.7284926,0
0,1.151468,0
0,0.7920263,0
0,0.6856851,0
0,2.490311,0
0,0.59466183,0
0,1.2736055,0
0,1.4729675,0
0,1.4364969,0
0,1.0976497,0
0,0.95563936,0
0,1.9595951,0
0,1.5363077,0
0,1.2224288,0
0,1.7665106,0
0,1.420349,0
0,0.999885,0
0,1.2599796,0
0,0.85863256,0
0,0.9934646,0
0,1.1240987,0
0,1.8341366,0
0,1.2261747,0
0,0.8043829,0
0,1.0974764,0
0,1.8655905,0
0,1.3920833,0
0,1.492681,0
0,0.8983271,0
0,1.4280111,0
0,1.2021817,0
0,0.91395944,0
0,1.1679928,0
0,1.2559853,0
0,1.0778071,0
0,1.4778715,0
0,0.70042324,0
0,3.140538,0
0,0.6794221,0
0,1.4933771,0
0,1.4326754,0
0,0.97303283,0
0,2.0138264,0
0,0.78252894,0
0,2.8250177,0
0,1.3892798,0
0,2.373919,0
0,0.81475544,0
0,1.2363251,0
0,1.2720213,0
0,1.6698054,0
0,0.9629895,0
0,0.5056572,0
0,0.7185867,0
0,1.0309232,0
0,1.8596141,0
0,0.88786656,0
0,1.096319,0
0,0.8360962,0
1,2.8507516,0
0,0.5367634,0
0,1.3904454,0
0,0.5328005,0
0,0.52678347,0
0,0.8988719,0
0,1.8200309,0
0,1.2018044,0
0,2.4571745,0
0,3.2818954,0
0,3.5165272,0
0,0.95802474,0
0,1.2289073,0
0,1.1619068,0
0,1.9121844,0
0,0.52582186,0
0,1.0361933,0
0,1.0795646,0
0,1.8182076,0
0,0.8139456,0
0,2.5656168,0
0,0.5614117,0
0,1.2172241,0
0,1.1229025,0
0,1.8357972,0
0,1.0607144,0
0,0.47539797,0
0,0.9291433,0
0,2.6477754,0
0,1.2028178,0
0,1.3169273,0
0,1.7785693,0
0,1.1682658,0
0,1.2443562,0
0,1.2641743,0
0,0.6094195,0
0,1.3774595,0
0,0.5351109,0
0,1.2354139,0
0,1.4181397,0
0,1.3665562,0
0,2.5249462,0
0,2.1977053,0
0,1.4742604,0
0,1.6540924,0
0,0.8282009,0
0,0.91323483,0
0,1.3530625,0
0,0.549847,0
0,0.6368764,0
0,1.7238426,0
0,0.4193924,0
0,0.90872115,0
0,1.1700723,0
0,1.2142838,0
0,0.94584984,0
0,1.1980312,0
0,2.5664687,0
0,1.5408674,0
0,1.2400525,0
0,0.81451106,0
0,1.2297974,0
0,0.9877241,0
0,1.1389745,0
0,0.9418181,0
0,2.2774603,0
0,1.3417922,0
0,1.122456,0
0,1.9251322,0
0,1.5965737,0
0,1.2548113,0
0,0.97140586,0
0,1.0751121,0
0,1.058201,0
0,0.87118775,0
0,0.6693011,0
0,3.353327,0
0,0.5485752,0
0,0.62891126,0
0,1.2219368,0
0,1.02549,0
0,1.2089294,0
0,1.7329009,0
0,2.1059034,0
0,2.3491292,0
0,0.9210436,0
0,0.7378813,0
0,1.191561,0
0,1.302412,0
0,0.95214224,0
0,1.0432537,0
0,1.4793401,0
0,1.1117983,0
0,0.45808208,0
0,1.4768152,0
0,2.1175814,0
0,0.87238675,0
0,0.5951035,0
0,0.8288133,0
0,0.6923577,0
0,3.0166638,0
0,1.4065005,0
0,2.793156,0
0,0.86380774,0
0,2.008281,0
0,0.61288834,0
0,0.8136899,0
0,2.4762447,0
0,1.9445809,0
0,1.2696177,0
0,1.5883195,0
0,1.694725,0
0,0.63099766,0
0,3.0930798,0
0,0.5163618,0
0,1.7774379,0
0,1.6418499,0
0,2.1667805,0
0,0.8450346,0
0,0.7019459,0
0,1.115313,0
0,1.5526831,0
0,0.55933255,0
0,0.71535164,0
0,1.7101114,0
0,2.0637865,0
0,0.8807681,0
0,0.7138797,0
0,1.2151144,0
0,0.5876788,0
0,1.0463654,0
0,1.9906232,0
0,0.9594115,0
0,0.922353,0
0,0.5714331,0
0,1.0491239,0
0,1.0581766,0
0,1.94667,0
0,1.342085,0
0,1.193408,0
0,1.0651995,0
0,2.301736,0
0,0.7346173,0
0,0.60216373,0
0,1.354636,0
0,1.3411613,0
0,0.54134697,0
0,1.1171639,0
0,0.5034515,0
0,1.5151213,0
0,1.2505724,0
0,2.431153,0
0,0.55595213,0
0,1.402502,0
0,1.2532083,0
0,1.7942308,0
0,0.778912,0
0,1.851623,0
0,0.89385533,0
0,2.1564157,0
0,0.6797148,0
0,0.7430501,0
0,2.2445955,0
0,1.0822821,0
0,1.3154768,0
0,2.3010862,0
0,1.1861415,0
0,0.8394798,0
0,2.0849264,0
0,0.8859609,0
0,0.7073426,0
0,1.4292868,0
0,1.4398098,0
0,4.3647947,0
0,1.2041004,0
0,1.4662396,0
0,0.8327443,0
0,1.9688636,0
0,1.3279293,0
0,1.6127795,0
0,0.83712137,0
0,0.69681734,0
0,1.0039015,0
0,1.1780567,0
0,1.8514575,0
0,0.6192571,0
0,0.6592498,0
0,1.3638821,0
0,1.5534168,0
0,1.0133641,0
0,1.9745692,0
0,1.517285,0
0,0.8612073,0
0,1.1829756,0
0,0.5665494,0
0,0.6379957,0
0,1.004083,0
0,0.6900028,0
0,0.71389675,0
0,0.7903866,0
0,1.6093453,0
0,0.75092494,0
0,1.9082397,0
0,0.9144482,0
0,1.7023059,0
0,1.4088671,0
0,1.0209923,0
0,1.2502273,0
0,0.53537685,0
0,0.6634844,0
0,2.3118873,0
0,1.1382952,0
0,1.4420278,0
0,1.1756868,0
0,2.5711353,0
0,2.1546519,0
0,1.6457568,0
0,0.73831415,0
0,2.6714358,0
0,2.6132407,0
0,3.3895326,0
0,1.7377111,0
0,1.3475616,0
0,1.2808964,0
0,1.3875561,0
0,1.4778523,0
0,0.5057482,0
0,0.8014264,0
0,1.1142912,0
0,1.3239502,0
0,0.8043829,0
0,0.68940926,0
0,1.4939547,0
0,0.562895,0
0,1.5254754,0
0,1.4265907,0
0,0.9719685,0
0,2.2339525,0
0,1.2864802,0
0,2.418208,0
0,0.61091065,0
0,1.456494,0
0,2.835338,0
0,0.7090431,0
0,1.1831423,0
0,2.0126286,0
0,1.9552052,0
0,0.7525312,0
0,1.6303803,0
0,0.9164087,0
0,1.4340382,0
0,0.767406,0
0,1.2323852,0
0,2.9522808,0
0,0.8790216,0
0,1.5302598,0
0,0.6787264,0
0,1.2622976,0
0,0.8906841,0
0,1.448454,0
0,1.6235511,0
0,1.7254204,0
0,0.9123382,0
0,1.8307062,0
0,1.1683675,0
0,1.9486946,0
0,1.7719457,0
0,0.6099632,0
0,1.1768699,0
0,1.07238,0
0,1.1273278,0
0,0.8735415,0
0,1.2243155,0
0,0.65735334,0
0,1.6775805,0
0,1.0315135,0
0,1.2087389,0
0,1.627656,0
0,1.5238887,0
0,0.6767536,0
0,1.2759614,0
0,0.79649466,0
0,0.6126826,0
0,1.0904839,0
0,0.6009202,0
0,0.7564998,0
0,1.092578,0
0,1.5621513,0
0,0.69898003,0
0,0.641858,0
0,2.2123206,0
0,0.9687564,0
0,0.8180417,0
0,0.63882864,0
0,2.183638,0
0,0.80427396,0
0,1.1389892,0
0,1.239094,0
0,0.83844656,0
0,0.79736334,0
0,0.53102994,0
0,0.8133088,0
0,1.5076991,0
0,1.8408043,0
0,1.2137922,0
0,1.1177408,0
0,1.3876315,0
0,0.5762714,0
0,0.69296455,0
0,1.7036355,0
0,2.0561242,0
0,1.3552052,0
0,1.0069698,0
0,0.8477939,0
0,0.67692846,0
0,0.9758709,0
0,0.52387464,0
0,1.0402049,0
0,0.45202917,0
0,0.7912289,0
0,0.5960935,0
0,1.8873478,0
0,2.0814767,0
0,0.8744015,0
0,0.45133024,0
0,1.3238778,0
0,1.3924901,0
0,1.2624459,0
0,0.5259171,0
0,2.1635773,0
0,1.5702044,0
0,2.3038085,0
0,0.973408,0
0,1.3515785,0
0,1.8734128,0
0,1.6481873,0
0,0.53310204,0
0,1.0957469,0
0,0.7958639,0
0,1.5640643,0
0,1.2715738,0
0,2.930117,0
0,0.5209335,0
0,0.58857864,0
0,0.6489605,0
0,0.6562093,0
0,1.8162856,0
0,1.9505607,0
0,2.002125,0
0,0.91053313,0
0,1.966361,0
0,0.8890384,0
0,1.5255201,0
0,0.67613083,0
0,1.5450348,0
0,1.3745146,0
0,2.0288126,0
0,1.8076007,0
0,1.7339585,0
0,1.35188,0
0,1.13863,0
0,2.0670214,0
0,0.9299421,0
0,4.278581,0
0,0.6820605,0
0,1.0861498,0
0,0.5007282,0
0,0.7546715,0
0,1.7113309,0
0,2.0750513,0
0,0.70890236,0
0,0.58263,0
0,1.9608192,0
0,2.1940854,0
0,2.3096945,0
0,1.0987208,0
0,2.78402,0
0,1.6264291,0
0,0.6644225,0
0,0.6258462,0
0,0.54072654,0
0,0.78130484,0
0,2.7211924,0
0,1.4692708,0
0,1.3877863,0
0,0.73485684,0
0,1.9904398,0
0,1.7479868,0
0,0.9584214,0
0,0.755055,0
0,0.45350853,0
0,0.8034669,0
0,0.6153342,0
0,1.3504369,0
0,0.9399886,0
0,1.4820654,0
0,1.0609238,0
0,1.0262424,0
0,0.85617226,0
0,2.1548343,0
0,0.7767904,0
0,1.1275083,0
0,1.2983615,0
0,1.6613638,0
0,5.25691,0
0,0.67450327,0
0,1.252229,0
0,2.3126814,0
0,1.0430899,0
0,3.1928165,0
0,2.8479843,0
0,2.7169394,0
0,0.8642292,0
0,0.6691615,0
0,0.77892524,0
0,3.4865577,0
0,1.6630207,0
0,1.2831348,0
0,1.1238111,0
0,1.6646029,0
0,0.46985915,0
0,2.478269,0
0,0.6199482,0
0,0.8800615,0
0,2.3513122,0
0,0.77879107,0
0,1.2947026,0
0,1.7542688,0
0,1.2261314,0
0,1.6902688,0
0,1.4130049,0
0,0.74833953,0
0,0.6257315,0
0,1.2275147,0
0,0.88869995,0
0,1.8479089,0
0,0.83619577,0
0,0.6534858,0
0,1.0421731,0
0,0.62115276,0
0,0.6816877,0
0,2.7859905,0
0,1.0214473,0
0,1.1667415,0
0,0.6026246,0
0,2.0998864,0
0,0.8430142,0
0,0.7953601,0
0,0.97337556,0
0,1.0572298,0
0,1.2391689,0
0,1.4311565,0
0,1.0932754,0
0,1.2531137,0
0,2.3487387,0
0,1.9786807,0
0,1.5232085,0
0,0.64172125,0
0,0.9716072,0
0,0.50119936,0
0,1.2601001,0
0,1.6506578,0
0,1.0142989,0
0,3.3619552,0
0,1.3696908,0
0,2.011925,0
0,1.6816959,0
0,1.055998,0
0,0.79771763,0
0,1.396766,0
0,1.1339041,0
0,0.88322055,0
0,1.0764676,0
0,1.3182753,0
0,0.8512743,0
0,1.0526942,0
0,0.7218217,0
0,0.9465924,0
0,0.47327977,0
0,1.3885645,0
0,1.002389,0
0,1.6845849,0
0,0.82530296,0
0,1.2946961,0
0,1.8231862,0
0,1.3130049,0
0,1.2436539,0
0,0.83163893,0
0,0.53924346,0
0,1.3003166,0
0,2.738489,0
0,1.6345894,0
0,0.7780468,0
0,0.9148625,0
0,1.1277171,0
0,1.4115043,0
0,1.6079447,0
0,1.5614645,0
0,1.4422152,0
0,1.1957436,0
0,0.46279413,0
0,0.9790097,0
0,0.7456545,0
0,1.2234563,0
0,0.9874861,0
0,1.4531962,0
0,0.63393825,0
0,1.0923146,0
0,2.2686384,0
0,1.3382967,0
0,1.324936,0
0,1.2407396,0
0,1.6600074,0
0,1.1983807,0
0,1.0267984,0
0,0.49771452,0
0,1.0167798,0
0,1.1080012,0
0,0.7107538,0
0,1.5844911,0
0,1.6570846,0
0,1.62409,0
0,0.7748453,0
0,1.1733174,0
0,1.3997128,0
0,1.1808467,0
0,1.1195892,0
0,1.5056688,0
0,0.73342085,0
0,0.62308615,0
0,0.8799422,0
0,2.0451128,0
0,1.1362114,0
0,0.7781234,0
0,1.0255637,0
0,3.5968754,0
0,1.2002444,0
0,0.8617285,0
0,1.1485115,0
0,0.87175184,0
0,1.0555615,0
0,1.2678491,0
0,3.0810974,0
0,0.6373842,0
0,1.8588936,0
0,0.9707721,0
0,1.2639402,0
0,0.77698207,0
0,0.7183976,0
0,0.9085119,0
0,0.7413139,0
0,1.2047753,0
0,1.4629894,0
0,0.9745983,0
0,0.8925603,0
0,0.8925603,0
0,0.5844527,0
0,0.5844527,0
0,0.7902781,0
0,2.435348,0
0,1.2358912,0
0,2.0270865,0
0,2.2757435,0
0,1.736407,0
0,0.9827145,0
0,1.5801239,0
0,1.3639485,0
0,0.9559374,0
0,1.0392798,0
0,1.6819555,0
0,1.9808013,0
0,1.3486658,0
0,1.358948,0
0,1.2924855,0
0,0.5109184,0
0,1.529972,0
0,0.89707196,0
0,1.3820722,0
0,1.1665895,0
0,0.9458297,0
0,0.8880994,0
0,3.5014768,0
0,1.2238692,0
0,0.88124704,0
0,1.1582313,0
0,1.2260128,0
0,1.4031959,0
0,1.686881,0
0,1.3539234,0
0,0.8137403,0
0,1.9694446,0
0,1.111267,0
0,1.4372752,0
0,1.0904942,0
0,0.35295767,0
0,1.7882798,0
0,3.0483198,0
0,1.8043313,0
0,1.57087,0
0,1.6004994,0
0,1.9576719,0
0,1.4557774,0
0,0.88484263,0
0,0.93871397,0
0,1.2503904,0
0,1.3660133,0
0,0.92783445,0
0,0.79086536,0
0,0.6018362,0
0,0.9054973,0
0,1.3794837,0
0,0.8117037,0
0,1.4093671,0
0,1.801085,0
0,0.88317025,0
0,0.7984291,0
0,1.1568007,0
0,1.9514179,0
0,1.6679435,0
0,1.0960836,0
0,0.94584763,0
0,0.82065827,0
0,1.1988215,0
0,1.5393829,0
0,0.48280185,0
0,1.5690415,0
0,0.87585,0
0,0.65825677,0
0,0.73307085,0
0,0.9079097,0
0,1.476981,0
0,1.2542198,0
0,1.3479444,0
0,0.9634331,0
0,0.73789865,0
0,2.3851817,0
0,0.66347444,0
0,1.2127739,0
0,1.3486778,0
0,1.1055948,0
0,0.70003426,0
0,1.786444,0
0,1.0736399,0
0,1.6660478,0
0,1.6329855,0
0,1.3058589,0
0,0.8738512,0
0,1.3443184,0
0,0.71864784,0
0,2.2545664,0
0,0.51682955,0
0,1.5927452,0
0,1.9965287,0
0,0.9124616,0
0,1.2096595,0
0,1.431978,0
0,0.40376735,0
0,1.0302731,0
0,5.0495806,0
0,0.58955014,0
0,1.7423143,0
0,1.1334265,0
0,1.3103558,0
0,1.0815094,0
0,1.6162803,0
0,0.87728405,0
0,0.54531735,0
0,0.61849695,0
0,0.84555405,0
0,0.82774764,0
0,0.8408489,0
0,2.0789068,0
0,0.7986502,0
0,1.2647232,0
0,2.2493038,0
0,1.4220476,0
0,1.0150076,0
0,1.2121505,0
0,1.5650747,0
0,1.2392242,0
0,1.4744201,0
0,0.6755369,0
0,0.6894266,0
0,3.353924,0
0,1.5766305,0
0,0.8901182,0
0,1.2438077,0
0,3.22113,0
0,0.97165054,0
0,1.3391814,0
0,2.4495783,0
0,1.5699164,0
0,0.69939166,0
0,1.3901962,0
0,1.1146953,0
0,1.3804314,0
0,1.7070956,0
0,1.3474586,0
0,1.1297176,0
0,2.1316254,0
0,0.7170694,0
0,0.846328,0
0,1.584379,0
0,1.2468053,0
0,2.0101514,0
0,1.3788644,0
0,1.340361,0
0,1.1846786,0
0,0.83803105,0
0,1.0084532,0
0,1.0190542,0
0,1.3646181,0
0,0.9670568,0
0,1.2059377,0
0,1.611001,0
0,0.48738256,0
0,1.2660567,0
0,1.1013248,0
0,0.6548858,0
0,0.3181377,0
0,0.49341863,0
0,1.0206767,0
0,0.73355,0
0,2.8404946,0
0,0.8823793,0
0,0.9869572,0
0,1.3269958,0
0,1.1462984,0
0,0.6366664,0
0,0.9352355,0
0,0.9309054,0
0,2.2890594,0
0,0.9285218,0
0,1.6022767,0
0,1.3628898,0
0,0.70725936,0
0,1.6910046,0
0,0.65422094,0
0,1.6583555,0
0,1.6376674,0
0,0.85334855,0
0,1.5628104,0
0,1.2858359,0
0,1.53939,0
0,0.8399636,0
0,0.7431015,0
0,2.1423905,0
0,0.8424019,0
0,2.4632905,0
0,1.6232741,0
0,1.7518096,0
0,1.3616292,0
0,1.1185048,0
0,0.6492125,0
0,1.2752699,0
0,1.1050596,0
0,1.1950601,0
0,1.672181,0
0,1.453409,0
0,1.453409,0
0,1.787409,0
0,1.787409,0
0,0.9469082,0
0,2.236042,0
0,1.7496659,0
0,4.7274137,0
0,1.2631464,0
0,0.52413654,0
0,1.7640938,0
0,0.8738512,0
0,1.644372,0
0,1.06951,0
0,1.4996115,0
0,1.2157323,0
0,1.2836206,0
0,1.0182515,0
0,0.5989315,0
0,1.6686298,0
0,3.1943355,0
0,1.2438177,0
0,1.1089638,0
0,2.0674849,0
0,0.65821654,0
0,1.194193,0
0,0.8164601,0
0,0.90264565,0
